unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,city,status,due_date,resolution_action_updated_date,community_board,council_district,police_precinct,borough,open_data_channel_type,latitude,longitude,valid_latitude,valid_longitude,has_valid_coordinates,valid_zip_format,borough_raw,status_raw,created_year,created_month_number,created_month_name,created_day_name,created_hour,created_date_only,is_closed,invalid_date_sequence,resolution_hours,resolution_days,sla_evaluable,sla_met
63573290,2025-01-01 00:40:52,2025-01-02 17:09:58,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,Closed,,2025-01-02 17:14:00,12 BRONX,11,Precinct 47,Bronx,Mobile,40.89187241649303,-73.86016845296459,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,40.485,1.686875,False,
63573291,2025-01-01 00:03:23,2025-01-02 16:30:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,Closed,,2025-01-02 16:30:46,12 BRONX,11,Precinct 47,Bronx,Mobile,40.89187241649303,-73.86016845296459,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,40.44777777777778,1.6853240740740743,False,
63573292,2025-01-01 00:03:21,2025-01-01 08:38:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,Closed,,2025-01-01 08:38:13,12 BRONX,11,Precinct 47,Bronx,Mobile,40.89187241649303,-73.86016845296459,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,8.580277777777777,0.357511574074074,False,
63573300,2025-01-01 01:36:48,2025-01-01 01:55:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,BROOKLYN,Closed,,2025-01-01 01:55:27,13 BROOKLYN,47,Precinct 60,Brooklyn,Mobile,40.57778090770111,-73.98391945833846,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.30972222222222223,0.012905092592592593,False,
63573306,2025-01-01 00:09:05,2025-01-02 16:30:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,Closed,,2025-01-02 16:30:31,12 BRONX,11,Precinct 47,Bronx,Mobile,40.89187241649303,-73.86016845296459,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,40.35333333333333,1.6813888888888888,False,
63573307,2025-01-01 00:07:57,2025-01-01 09:02:03,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,Closed,,2025-01-01 09:02:26,12 BRONX,11,Precinct 47,Bronx,Mobile,40.89187241649303,-73.86016845296459,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,8.901666666666667,0.3709027777777778,False,
63573308,2025-01-01 01:24:20,2025-01-01 02:05:31,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,RIDGEWOOD,Closed,,2025-01-01 02:05:36,05 QUEENS,30,Precinct 104,Queens,Online,40.70239921283712,-73.88879823337629,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.6863888888888889,0.028599537037037038,False,
63573369,2025-01-01 00:12:24,2025-01-01 01:18:42,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,BRONX,Closed,,2025-01-01 01:18:45,08 BRONX,11,Precinct 50,Bronx,Mobile,40.88316014033112,-73.89293681668923,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.105,0.04604166666666667,False,
63573378,2025-01-01 01:23:05,2025-01-01 01:48:18,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,BROOKLYN,Closed,,2025-01-01 01:48:21,02 BROOKLYN,35,Precinct 88,Brooklyn,Phone,40.69383498754653,-73.97791612982495,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.42027777777777775,0.017511574074074072,False,
63573424,2025-01-01 00:49:53,2025-01-01 01:05:22,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11239,BROOKLYN,Closed,,2025-01-01 01:05:24,05 BROOKLYN,42,Precinct 75,Brooklyn,Online,40.65638973540536,-73.87398639915406,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.25805555555555554,0.010752314814814814,False,
63573442,2025-01-01 00:19:59,2025-01-01 01:44:18,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,BROOKLYN,Closed,,2025-01-01 01:44:21,14 BROOKLYN,44,Precinct 70,Brooklyn,Mobile,40.621270612159925,-73.96450033659579,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.4052777777777778,0.058553240740740746,False,
63573455,2025-01-01 00:50:44,2025-01-01 01:04:10,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,BROOKLYN,Closed,,2025-01-01 01:04:12,05 BROOKLYN,42,Precinct 75,Brooklyn,Online,40.65525107821357,-73.87437778591627,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.2238888888888889,0.009328703703703704,False,
63573490,2025-01-01 00:11:45,2025-01-01 00:59:59,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10312,STATEN ISLAND,Closed,,2025-01-01 01:00:05,03 STATEN ISLAND,51,Precinct 123,Staten Island,Online,40.5510274588818,-74.17991349162548,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8038888888888889,0.03349537037037037,False,
63573528,2025-01-01 00:43:55,2025-01-01 01:34:52,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11217,BROOKLYN,Closed,,2025-01-01 01:34:55,02 BROOKLYN,33,Precinct 84,Brooklyn,Phone,40.68495908181288,-73.98180594777948,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8491666666666666,0.035381944444444445,False,
63573565,2025-01-01 00:54:34,2025-01-01 01:26:22,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10468,BRONX,Closed,,2025-01-01 01:26:24,07 BRONX,14,Precinct 52,Bronx,Mobile,40.8675362714324,-73.89475527947617,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.53,0.022083333333333333,False,
63573583,2025-01-01 00:26:57,2025-01-01 01:23:37,NYPD,New York City Police Department,Encampment,N/A,Subway,,,Closed,,2025-01-01 01:23:40,Unspecified MANHATTAN,,Unspecified,Manhattan,Mobile,40.74607945556746,-73.98207797178418,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.9444444444444444,0.03935185185185185,False,
63573738,2025-01-01 01:50:21,2025-01-01 02:24:02,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,REGO PARK,Closed,,2025-01-01 02:24:06,06 QUEENS,30,Precinct 112,Queens,Online,40.72899423150791,-73.86415434060216,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.5613888888888889,0.023391203703703706,False,
63573793,2025-01-01 00:23:36,2025-01-01 01:57:27,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,BROOKLYN,Closed,,2025-01-01 01:57:31,15 BROOKLYN,48,Precinct 61,Brooklyn,Mobile,40.60962003274282,-73.95228640531772,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.5641666666666667,0.06517361111111111,False,
63573794,2025-01-01 00:55:01,2025-01-01 02:31:31,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,BROOKLYN,Closed,,2025-01-01 02:31:34,11 BROOKLYN,47,Precinct 62,Brooklyn,Phone,40.59852997975796,-73.99977313880991,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.6083333333333334,0.06701388888888889,False,
63573795,2025-01-01 00:37:31,2025-01-01 08:25:53,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10036,NEW YORK,Closed,,2025-01-01 08:25:58,04 MANHATTAN,03,Precinct 18,Manhattan,Phone,40.76488778119111,-73.99613372682909,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,7.806111111111111,0.32525462962962964,False,
63573797,2025-01-01 01:32:21,2025-01-01 11:18:18,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,JAMAICA,Closed,,2025-01-01 11:18:20,08 QUEENS,24,Precinct 107,Queens,Mobile,40.70963978167724,-73.81422629450212,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,9.765833333333333,0.4069097222222222,False,
63573798,2025-01-01 01:44:35,2025-01-01 02:41:06,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,MASPETH,Closed,,2025-01-01 02:41:10,05 QUEENS,30,Precinct 104,Queens,Phone,40.72724206614944,-73.89167920104948,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.9419444444444445,0.039247685185185184,False,
63573805,2025-01-01 00:45:11,2025-01-01 04:11:52,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,BROOKLYN,Closed,,2025-01-01 04:11:56,10 BROOKLYN,38,Precinct 68,Brooklyn,Phone,40.62276302319647,-74.01310508981403,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,3.444722222222222,0.14353009259259258,False,
63573808,2025-01-01 01:29:39,2025-01-01 01:58:06,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,BROOKLYN,Closed,,2025-01-01 01:58:11,14 BROOKLYN,48,Precinct 70,Brooklyn,Phone,40.61199649572436,-73.95796098305152,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.4741666666666667,0.019756944444444445,False,
63573809,2025-01-01 00:32:04,2025-01-01 08:30:31,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10472,BRONX,Closed,,2025-01-01 08:30:34,09 BRONX,18,Precinct 43,Bronx,Online,40.82911178261056,-73.85549806698126,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,7.974166666666667,0.3322569444444445,False,
63573823,2025-01-01 01:14:26,2025-01-01 01:44:29,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,FAR ROCKAWAY,Closed,,2025-01-01 01:44:34,14 QUEENS,31,Precinct 101,Queens,Online,40.59564450399815,-73.74110097701364,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.5008333333333334,0.020868055555555556,False,
63573872,2025-01-01 00:12:34,2025-01-01 00:43:50,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,BROOKLYN,Closed,,2025-01-01 00:43:54,15 BROOKLYN,48,Precinct 61,Brooklyn,Phone,40.60501976311212,-73.95945632328879,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5211111111111111,0.02171296296296296,False,
63573896,2025-01-01 00:12:24,2025-01-01 00:19:15,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,BROOKLYN,Closed,,2025-01-01 00:19:19,12 BROOKLYN,43,Precinct 66,Brooklyn,Phone,40.64109070147794,-74.00217277065441,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.11416666666666667,0.004756944444444445,False,
63573906,2025-01-01 00:28:05,2025-01-01 00:28:50,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,BROOKLYN,Closed,,2025-01-01 00:28:54,12 BROOKLYN,39,Precinct 66,Brooklyn,Phone,40.6422431393286,-73.99049801793797,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.0125,0.0005208333333333333,False,
63573934,2025-01-01 00:20:14,2025-01-01 00:56:15,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10033,NEW YORK,Closed,,2025-01-01 00:56:19,12 MANHATTAN,10,Precinct 34,Manhattan,Online,40.85018573659014,-73.9385880279645,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6002777777777778,0.025011574074074075,False,
63573935,2025-01-01 00:23:39,2025-01-01 00:25:37,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11204,,Closed,,2025-01-01 00:25:40,12 BROOKLYN,44,Precinct 66,Brooklyn,Phone,40.62202197009397,-73.98725527955617,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.03277777777777778,0.001365740740740741,False,
63573936,2025-01-01 00:22:38,2025-01-01 01:20:56,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11220,BROOKLYN,Closed,,2025-01-01 01:21:00,07 BROOKLYN,38,Precinct 72,Brooklyn,Online,40.64590139793804,-74.01464113384458,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.9716666666666667,0.04048611111111111,False,
63573949,2025-01-01 00:25:33,2025-01-01 00:44:06,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11235,,Closed,,2025-01-01 00:44:12,15 BROOKLYN,48,Precinct 61,Brooklyn,Online,40.58310603238007,-73.95414141923551,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.30916666666666665,0.012881944444444444,False,
63573952,2025-01-01 00:42:09,2025-01-01 00:51:43,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10457,BRONX,Closed,,2025-01-01 00:51:45,05 BRONX,14,Precinct 46,Bronx,Online,40.84768048216664,-73.90680839259974,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.15944444444444444,0.006643518518518518,False,
63573953,2025-01-01 00:19:28,2025-01-01 00:52:03,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11237,BROOKLYN,Closed,,2025-01-01 00:52:05,04 BROOKLYN,37,Precinct 83,Brooklyn,Mobile,40.691923716631486,-73.90560532261145,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5430555555555555,0.022627314814814812,False,
63573954,2025-01-01 00:25:45,2025-01-01 01:07:36,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,NEW YORK,Closed,,2025-01-01 01:07:39,02 MANHATTAN,01,Precinct 1,Manhattan,Online,40.72671109521736,-74.00276364952728,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6975,0.0290625,False,
63573972,2025-01-01 00:10:30,2025-01-01 00:56:42,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11364,OAKLAND GARDENS,Closed,,2025-01-01 00:56:47,11 QUEENS,20,Precinct 111,Queens,Online,40.75238917286127,-73.77695657046795,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.77,0.03208333333333333,False,
63573973,2025-01-01 00:28:10,2025-01-01 00:54:00,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11225,,Closed,,2025-01-01 00:54:05,09 BROOKLYN,40,Precinct 71,Brooklyn,Phone,40.65608138201913,-73.95305328080327,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.4305555555555556,0.017939814814814815,False,
63573975,2025-01-01 00:24:52,2025-01-01 00:43:46,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11364,,Closed,,2025-01-01 00:43:49,11 QUEENS,23,Precinct 111,Queens,Phone,40.75473246142093,-73.75369317821458,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.315,0.013125,False,
63573977,2025-01-01 00:26:27,2025-01-01 00:57:34,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11694,FAR ROCKAWAY,Closed,,2025-01-01 00:57:37,14 QUEENS,32,Precinct 100,Queens,Phone,40.585428585312485,-73.82211079204079,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5186111111111111,0.021608796296296296,False,
63573978,2025-01-01 00:57:05,2025-01-01 01:15:15,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10027,NEW YORK,Closed,,2025-01-01 01:15:19,10 MANHATTAN,09,Precinct 32,Manhattan,Online,40.81391196010455,-73.94470877405912,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.30277777777777776,0.01261574074074074,False,
63573979,2025-01-01 01:34:15,2025-01-01 01:45:19,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11230,,Closed,,2025-01-01 01:45:21,14 BROOKLYN,40,Precinct 70,Brooklyn,Phone,40.62998728669935,-73.97156773892421,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.18444444444444444,0.007685185185185185,False,
63573980,2025-01-01 00:38:57,2025-01-01 01:20:39,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11377,WOODSIDE,Closed,,2025-01-01 01:20:43,02 QUEENS,26,Precinct 108,Queens,Online,40.73660965597571,-73.90374140757781,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.695,0.028958333333333332,False,
63573981,2025-01-01 00:13:18,2025-01-01 00:43:15,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,BROOKLYN,Closed,,2025-01-01 00:43:19,14 BROOKLYN,40,Precinct 70,Brooklyn,Online,40.63931993845443,-73.95544677055621,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.49916666666666665,0.02079861111111111,False,
63573989,2025-01-01 00:07:42,2025-01-01 00:57:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,BRONX,Closed,,2025-01-01 00:57:09,07 BRONX,15,Precinct 52,Bronx,Mobile,40.867411868569576,-73.88518515766692,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8230555555555555,0.03429398148148148,False,
63573994,2025-01-01 01:02:35,2025-01-01 01:18:43,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11235,BROOKLYN,Closed,,2025-01-01 01:18:46,13 BROOKLYN,48,Precinct 60,Brooklyn,Online,40.57747684249539,-73.95515683833202,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.2688888888888889,0.011203703703703704,False,
63573995,2025-01-01 00:12:46,2025-01-01 00:44:06,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11237,BROOKLYN,Closed,,2025-01-01 00:44:10,04 BROOKLYN,37,Precinct 83,Brooklyn,Online,40.6999010819122,-73.91772251379197,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5222222222222223,0.02175925925925926,False,
63573997,2025-01-01 00:24:48,2025-01-01 00:48:09,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11375,FOREST HILLS,Closed,,2025-01-01 00:48:14,06 QUEENS,29,Precinct 112,Queens,Online,40.726867691302026,-73.85349008351875,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.38916666666666666,0.016215277777777776,False,
63573999,2025-01-01 00:11:47,2025-01-01 00:53:33,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10309,STATEN ISLAND,Closed,,2025-01-01 00:53:36,03 STATEN ISLAND,51,Precinct 123,Staten Island,Online,40.541251835971465,-74.20981085614555,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6961111111111111,0.02900462962962963,False,
63574000,2025-01-01 00:10:58,2025-01-01 00:42:18,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11214,BROOKLYN,Closed,,2025-01-01 00:42:21,11 BROOKLYN,43,Precinct 62,Brooklyn,Online,40.61119168483518,-73.99699261869242,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5222222222222223,0.02175925925925926,False,
63574002,2025-01-01 00:08:58,2025-01-01 00:29:02,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,BROOKLYN,Closed,,2025-01-01 00:29:05,14 BROOKLYN,40,Precinct 70,Brooklyn,Online,40.63927348936784,-73.95599808664286,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.33444444444444443,0.013935185185185184,False,
63574003,2025-01-01 00:26:37,2025-01-01 01:00:03,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10312,STATEN ISLAND,Closed,,2025-01-01 01:00:07,03 STATEN ISLAND,51,Precinct 123,Staten Island,Online,40.56166768241052,-74.1772968871166,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5572222222222222,0.023217592592592592,False,
63574004,2025-01-01 00:11:50,2025-01-01 00:52:56,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11204,BROOKLYN,Closed,,2025-01-01 00:53:00,11 BROOKLYN,44,Precinct 62,Brooklyn,Online,40.61343204542717,-73.97763657794479,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.685,0.02854166666666667,False,
63574006,2025-01-01 00:05:22,2025-01-01 00:54:11,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11375,FOREST HILLS,Closed,,2025-01-01 00:54:14,06 QUEENS,29,Precinct 112,Queens,Mobile,40.7190060049748,-73.84663871262093,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8136111111111111,0.03390046296296296,False,
63574008,2025-01-01 01:02:53,2025-01-01 01:21:27,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,BROOKLYN,Closed,,2025-01-01 01:21:30,01 BROOKLYN,34,Precinct 90,Brooklyn,Mobile,40.7064230151132,-73.93079633071758,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.30944444444444447,0.01289351851851852,False,
63574010,2025-01-01 00:53:16,2025-01-01 01:23:45,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,BROOKLYN,Closed,,2025-01-01 01:23:49,04 BROOKLYN,34,Precinct 83,Brooklyn,Mobile,40.69933436742159,-73.93748637968389,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5080555555555556,0.021168981481481483,False,
63574013,2025-01-01 00:14:11,2025-01-01 01:07:17,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,BRONX,Closed,,2025-01-01 01:07:21,05 BRONX,15,Precinct 46,Bronx,Phone,40.848533419181855,-73.90598670450618,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.885,0.036875,False,
63574016,2025-01-01 00:46:23,2025-01-01 01:22:24,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11385,RIDGEWOOD,Closed,,2025-01-01 01:22:26,05 QUEENS,34,Precinct 104,Queens,Mobile,40.70042510413209,-73.90009340766889,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6002777777777778,0.025011574074074075,False,
63574032,2025-01-01 01:02:00,2025-01-01 01:13:34,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,NEW YORK,Closed,,2025-01-01 01:13:37,01 MANHATTAN,01,Precinct 1,Manhattan,Online,40.70439027897919,-74.01023578489063,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.19277777777777777,0.008032407407407407,False,
63574033,2025-01-01 01:20:59,2025-01-01 01:41:47,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,BROOKLYN,Closed,,2025-01-01 01:41:50,08 BROOKLYN,35,Precinct 77,Brooklyn,Mobile,40.67952970394803,-73.96817561904535,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.3466666666666667,0.014444444444444446,False,
63574039,2025-01-01 00:44:35,2025-01-01 01:10:29,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11213,BROOKLYN,Closed,,2025-01-01 01:10:34,09 BROOKLYN,41,Precinct 71,Brooklyn,Online,40.66770152165978,-73.92915310753094,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.43166666666666664,0.01798611111111111,False,
63574053,2025-01-01 00:48:31,2025-01-01 00:53:52,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11357,WHITESTONE,Closed,,2025-01-01 00:53:54,07 QUEENS,19,Precinct 109,Queens,Online,40.79144550288266,-73.81151698141707,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.08916666666666667,0.003715277777777778,False,
63574056,2025-01-01 00:10:46,2025-01-01 01:14:47,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,BROOKLYN,Closed,,2025-01-01 01:14:50,06 BROOKLYN,38,Precinct 76,Brooklyn,Mobile,40.67537574173859,-74.0026533686393,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.0669444444444445,0.04445601851851852,False,
63574059,2025-01-01 00:58:05,2025-01-01 01:02:11,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11357,WHITESTONE,Closed,,2025-01-01 01:02:14,07 QUEENS,19,Precinct 109,Queens,Online,40.79144550288266,-73.81151698141707,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.06833333333333333,0.002847222222222222,False,
63574062,2025-01-01 00:08:01,2025-01-01 00:56:06,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11356,COLLEGE POINT,Closed,,2025-01-01 00:56:09,07 QUEENS,19,Precinct 109,Queens,Phone,40.78639018758437,-73.84297347548763,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8013888888888889,0.03339120370370371,False,
63574073,2025-01-01 00:26:59,2025-01-01 00:48:14,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,NEW YORK,Closed,,2025-01-01 00:48:17,09 MANHATTAN,07,Precinct 30,Manhattan,Mobile,40.83005120901824,-73.94535663330883,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.3541666666666667,0.014756944444444446,False,
